school_code,region_code,full_name,address,longitude,latitude,provider,connection_type,contract_down_mbps,contract_up_mbps
VKO-SHE-015,SHE,КГУ «Основная средняя школа имени Ыбырая Алтынсарина»,"с. Красная Шемонаиха, Новосельская 12",81.920127,50.685392,Провайдер Б,radio,10,10
VKO-SHE-016,SHE,КГУ «Октябрьская основная средняя школа»,"с. Луговое, Школьная 3",81.814138,50.742833,Провайдер Б,radio,10,10
VKO-SHE-017,SHE,КГУ «Ново-Жизненская основная средняя школа»,"с. Медведка, Центральная 24А",82.066776,50.671864,Провайдер Б,radio,10,10
VKO-SHE-018,SHE,КГУ «Октябрьский комплекс «Общеобразовательная средняя школа-детский сад»,"с. Октябрьское, Школьная 10",81.861622,50.644349,Провайдер Б,adsl,20,1
VKO-SHE-019,SHE,КГУ «Первомайский комплекс «Общеобразовательная средняя школа-детский сад имени Д.М.Карбышева»,"с. Первомайский, Металлургов 5",81.985646,50.256738,Провайдер А,fiber,50,50
VKO-SHE-020,SHE,"Школа, с. Половинка, Достық 8","с. Половинка, Достық 8",81.864798,50.583494,Провайдер Б,radio,10,10
VKO-SHE-021,SHE,КГУ «Пруггеровская основная средняя школа»,"с. Пруггерово, Школьная 25",81.751543,50.644214,Провайдер Б,radio,10,10
VKO-SHE-022,SHE,КГУ «Общеобразовательная средняя школа имени Чокана Валиханова»,"с. Рассыпное, Школьная 9",81.903953,50.485596,Провайдер Б,adsl,20,1
VKO-SHE-023,SHE,КГУ «Рулихинская общеобразовательная средняя школа»,"с. Рулиха, Школьная 13",81.990268,50.490218,Провайдер Б,adsl,20,1
VKO-SHE-024,SHE,КГУ «Сугатовский комплекс «Общеобразовательная средняя школа-детский сад»,"с. Сугатовка, Школьная 2",81.711294,50.675343,Провайдер Б,adsl,20,1
VKO-SHE-025,SHE,КГУ «Общеобразовательная средняя школа имени И.М.Астафьева»,"с. Усть-Таловка, Школьная 2",81.849940,50.549714,Провайдер А,fiber,50,50
